"zcta5","state","cd114","stab","zipname","pop10","afact"
"ZIP Census Tabulation Area","FIPS state","cd114","State Postal Code","zipname","Total Pop, 2010 census","zcta5 to cd114 alloc factor"
"02641","25","09","MA","East Dennis, MA",532,1 
"02642","25","09","MA","Eastham, MA",4937,1 
"02643","25","09","MA","East Orleans, MA (PO Boxes)",26,1 
"02644","25","09","MA","Forestdale, MA",3955,1 
"02645","25","09","MA","East Harwich, MA",9663,1 
"02646","25","09","MA","Harwich Port, MA",1676,1 
"02647","25","09","MA","Barnstable Town, MA",129,1 
"02648","25","09","MA","Barnstable Town, MA",7301,1 
"02649","25","09","MA","Mashpee, MA",14006,1 
"02650","25","09","MA","North Chatham, MA",848,1 
"02651","25","09","MA","North Eastham, MA (PO Boxes)",16,1 
"02652","25","09","MA","North Truro, MA (PO Boxes)",1175,1 
"02653","25","09","MA","Orleans, MA",5911,1 
"02655","25","09","MA","Barnstable Town, MA",3518,1 
"02657","25","09","MA","Provincetown, MA",2942,1 
"02659","25","09","MA","South Chatham, MA",1108,1 
"02660","25","09","MA","South Dennis, MA",6261,1 
"02663","25","09","MA","South Wellfleet, MA (PO Boxes)",173,1 
"02664","25","09","MA","South Yarmouth, MA",9371,1 
"02666","25","09","MA","Truro, MA (PO Boxes)",828,1 
"02667","25","09","MA","Wellfleet, MA",2580,1 
"02668","25","09","MA","Barnstable Town, MA",3278,1 
"02669","25","09","MA","West Chatham, MA",285,1 
"02670","25","09","MA","West Dennis, MA",1307,1 
"02671","25","09","MA","Northwest Harwich, MA",1023,1 
"02672","25","09","MA","Barnstable Town, MA",180,1 
"02673","25","09","MA","West Yarmouth, MA",8402,1 
"02675","25","09","MA","Yarmouth Port, MA",6577,1 
"02702","25","04","MA","Assonet, MA",4125,1 
"02703","25","04","MA","Attleboro, MA",43593,1 
"02713","25","09","MA","Cuttyhunk, MA (PO Boxes)",52,1 
"02715","25","04","MA","Dighton, MA",3123,1 
"02717","25","04","MA","East Freetown, MA",4745,1 
"02718","25","04","MA","Taunton, MA",6655,1 
"02719","25","09","MA","Fairhaven, MA",15873,1 
"02720","25","04","MA","Fall River, MA",30287,1 
"02721","25","04","MA","Fall River, MA",2636,0.1 
"02721","25","09","MA","Fall River, MA",23654,0.9 
"02723","25","04","MA","Fall River, MA",4004,0.271 
"02723","25","09","MA","Fall River, MA",10763,0.729 
"02724","25","09","MA","Fall River, MA",16908,1 
"02725","25","04","MA","Somerset, MA",2631,1 
"02726","25","04","MA","Somerset, MA",15534,1 
"02738","25","09","MA","Marion, MA",4907,1 
"02739","25","09","MA","Mattapoisett, MA",6045,1 
"02740","25","09","MA","New Bedford, MA",43087,1 
"02743","25","09","MA","Acushnet, MA",10307,1 
"02744","25","09","MA","New Bedford, MA",11900,1 
"02745","25","09","MA","New Bedford, MA",24576,1 
"02746","25","09","MA","New Bedford, MA",15342,1 
"02747","25","09","MA","North Dartmouth, MA",22927,1 
"02748","25","09","MA","South Dartmouth, MA",11442,1 
"02760","25","04","MA","North Attleboro, MA",26739,1 
"02762","25","04","MA","Plainville, MA",8264,1 
"02763","25","04","MA","Attleboro Falls, MA",1973,1 
"02764","25","04","MA","North Dighton, MA",3988,1 
"02766","25","04","MA","Norton, MA",19031,1 
"02767","25","04","MA","Raynham, MA",7902,0.582 
"02767","25","08","MA","Raynham, MA",5664,0.418 
"02769","25","04","MA","Rehoboth, MA",11608,1 
"02770","25","09","MA","Rochester, MA",5093,1 
"02771","25","04","MA","Seekonk, MA",13708,1 
"02777","25","04","MA","Swansea, MA",15840,1 
"02779","25","04","MA","Berkley, MA",6411,1 
"02780","25","04","MA","Taunton, MA",49036,1 
"02790","25","09","MA","Westport, MA",15717,1 
"02791","25","09","MA","Westport Point, MA (PO Boxes)",246,1 
"02802","44","01","RI","Albion, RI (PO Boxes)",786,1 
"02804","44","02","RI","Ashaway, RI",2607,1 
"02806","44","01","RI","Barrington, RI",16310,1 
"02807","44","02","RI","Block Island, RI (PO Boxes)",1051,1 
"02808","44","02","RI","Bradford, RI",2401,1 
"02809","44","01","RI","Bristol, RI",22938,1 
"02812","44","02","RI","Carolina, RI",1497,1 
"02813","44","02","RI","Charlestown, RI",7831,1 
"02814","44","01","RI","Chepachet, RI",8,0.001 
"02814","44","02","RI","Chepachet, RI",7488,0.999 
"02815","44","02","RI","Clayville, RI",278,1 
"02816","44","02","RI","Coventry, RI",32611,1 
"02817","44","02","RI","West Greenwich, RI",6135,1 
"02818","44","02","RI","East Greenwich, RI",18082,1 
"02822","44","02","RI","Exeter, RI",6111,1 
"02825","44","02","RI","Foster, RI",5377,1 
"02826","44","02","RI","Glendale, RI (PO Boxes)",791,1 
"02827","44","02","RI","Greene, RI",2172,1 
"02828","44","01","RI","Greenville, RI",7651,0.993 
"02828","44","02","RI","Greenville, RI",53,0.007 
"02830","44","02","RI","Harrisville, RI",5976,1 
"02831","44","02","RI","Hope, RI",3515,1 
"02832","44","02","RI","Hope Valley, RI",4608,1 
"02833","44","02","RI","Hopkinton, RI",784,1 
"02835","44","01","RI","Jamestown, RI",5405,1 
"02836","44","02","RI","Kenyon, RI",136,1 
"02837","44","01","RI","Little Compton, RI",3492,1 
"02838","44","01","RI","Manville, RI",3400,1 
"02839","44","02","RI","Mapleville, RI",1902,1 
"02840","44","01","RI","Newport, RI",23335,1 
"02841","44","01","RI","Newport, RI",1392,1 
"02842","44","01","RI","Newport East, RI",16095,1 
"02852","44","02","RI","North Kingstown, RI",22551,1 
"02857","44","02","RI","North Scituate, RI",8412,1 
"02858","44","02","RI","Oakland, RI",570,1 
"02859","44","02","RI","Pascoag, RI",6738,1 
"02860","44","01","RI","Pawtucket, RI",45199,1 
"02861","25","04","MA","Pawtucket, RI",14,0.001 
"02861","44","01","RI","Pawtucket, RI",26164,0.999 
"02863","44","01","RI","Central Falls, RI",19385,1 
"02864","44","01","RI","Cumberland, RI",33396,1 
"02865","44","01","RI","Lincoln, RI",16951,1 
"02871","44","01","RI","Portsmouth, RI",17171,1 
"02872","44","01","RI","Prudence Island, RI",218,1 
"02873","44","02","RI","Rockville, RI (PO Boxes)",235,1 
"02874","44","02","RI","Saunderstown, RI",5860,1 
"02875","44","02","RI","Shannock, RI",307,1 
"02876","44","01","RI","Slatersville, RI",430,1 
"02878","44","01","RI","Tiverton, RI",15780,1 
"02879","44","02","RI","Wakefield, RI",20371,1 
"02881","44","02","RI","Kingston, RI",7841,1 
"02882","44","02","RI","Narragansett, RI",14184,1 
"02885","44","01","RI","Warren, RI",10627,1 
"02886","44","02","RI","Warwick, RI",29269,1 
"02888","44","02","RI","Warwick, RI",19912,1 
"02889","44","02","RI","Warwick, RI",28217,1 
"02891","44","02","RI","Westerly, RI",21198,1 
"02892","44","02","RI","West Kingston, RI",4988,1 
"02893","44","02","RI","West Warwick, RI",29630,1 
"02894","44","02","RI","Wood River Junction, RI",722,1 
"02895","44","01","RI","Woonsocket, RI",41186,1 
"02896","44","01","RI","North Smithfield, RI",11537,1 
"02898","44","02","RI","Wyoming, RI",1696,1 
"02903","44","01","RI","Providence, RI",1960,0.182 
"02903","44","02","RI","Providence, RI",8820,0.818 
"02904","44","01","RI","Providence, RI",28915,0.985 
"02904","44","02","RI","Providence, RI",444,0.015 
"02905","44","01","RI","Providence, RI",15098,0.599 
"02905","44","02","RI","Providence, RI",10125,0.401 
"02906","44","01","RI","Providence, RI",28387,1 
"02907","44","01","RI","Providence, RI",22910,0.835 
"02907","44","02","RI","Providence, RI",4535,0.165 
"02908","44","01","RI","Providence, RI",10303,0.275 
"02908","44","02","RI","Providence, RI",27164,0.725 
"02909","44","01","RI","Providence, RI",2862,0.066 
"02909","44","02","RI","Providence, RI",40678,0.934 
"02910","44","01","RI","Cranston, RI",279,0.013 
"02910","44","02","RI","Cranston, RI",20721,0.987 
"02911","44","01","RI","North Providence, RI",14582,0.936 
"02911","44","02","RI","North Providence, RI",992,0.064 
"02912","44","01","RI","Providence, RI",1370,1 
"02914","44","01","RI","East Providence, RI",21963,1 
"02915","44","01","RI","East Providence, RI",16897,1 
"02916","44","01","RI","East Providence, RI",8139,1 
"02917","44","01","RI","Smithfield, RI",13762,1 
"02919","44","02","RI","Johnston, RI",28790,1 
"02920","44","02","RI","Cranston, RI",37547,1 
"02921","44","02","RI","Cranston, RI",12361,1 
"03031","33","01","NH","Amherst, NH",17,0.002 
"03031","33","02","NH","Amherst, NH",11230,0.998 
"03032","33","01","NH","Auburn, NH",4953,1 
"03033","33","02","NH","Brookline, NH",4987,1 
"03034","33","01","NH","Candia, NH",3909,0.985 
"03034","33","02","NH","Candia, NH",61,0.015 
"03036","33","01","NH","Chester, NH",4782,1 
"03037","33","02","NH","Deerfield, NH",4219,1 
"03038","33","01","NH","Derry, NH",33269,1 
"03042","33","01","NH","Epping, NH",6341,1 
"03043","33","02","NH","Francestown, NH",1573,1 
"03044","33","01","NH","Fremont, NH",4263,1 
"03045","33","01","NH","Goffstown, NH",13560,1 
"03046","33","02","NH","Dunbarton, NH",2758,1 
"03047","33","02","NH","Greenfield, NH",1767,1 
"03048","33","02","NH","Greenville, NH",3426,1 
"03049","33","02","NH","Hollis, NH",7688,1 
"03051","33","02","NH","Hudson, NH",24480,1 
"03052","33","02","NH","Litchfield, NH",8258,1 
"03053","33","01","NH","Londonderry, NH",23957,1 
"03054","33","01","NH","Merrimack, NH",25477,1 
"03055","33","02","NH","Milford, NH",15086,1 
"03057","33","02","NH","Mont Vernon, NH",2500,1 
"03060","33","02","NH","Nashua, NH",29357,1 
"03062","33","02","NH","Nashua, NH",26694,1 
"03063","33","02","NH","Nashua, NH",16216,1 
"03064","33","02","NH","Nashua, NH",14227,1 
"03070","33","02","NH","New Boston, NH",5254,1 
"03071","33","02","NH","New Ipswich, NH",5109,1 
"03076","33","02","NH","Pelham, NH",12897,1 
"03077","33","01","NH","Raymond, NH",10155,1 
"03079","33","02","NH","Salem, NH",28776,1 
"03082","33","02","NH","Lyndeborough, NH",1615,1 
"03084","33","02","NH","Temple, NH",1366,1 
"03086","33","02","NH","Wilton, NH",3728,1 
"03087","33","02","NH","Windham, NH",13592,1 
"03101","33","01","NH","Manchester, NH",3049,1 
"03102","33","01","NH","Manchester, NH",31096,1 
"03103","33","01","NH","Manchester, NH",36476,1 
"03104","33","01","NH","Manchester, NH",32798,1 
"03106","33","01","NH","South Hooksett, NH",13374,1 
"03109","33","01","NH","Manchester, NH",10314,1 
"03110","33","01","NH","Bedford, NH",21203,1 
"03215","33","02","NH","Waterville Valley, NH",247,1 
"03216","33","02","NH","Andover, NH",2159,1 
"03217","33","02","NH","Ashland, NH",2076,1 
"03218","33","01","NH","Barnstead, NH (PO Boxes)",960,1 
"03220","33","01","NH","Belmont, NH",7349,0.989 
"03220","33","02","NH","Belmont, NH",81,0.011 
"03221","33","02","NH","Bradford, NH",2091,1 
"03222","33","02","NH","Bristol, NH",5353,1 
"03223","33","01","NH","Campton, NH",3333,0.973 
"03223","33","02","NH","Campton, NH",94,0.027 
"03224","33","02","NH","Canterbury, NH",2318,1 
"03225","33","01","NH","Center Barnstead, NH",3660,1 
"03226","33","01","NH","Center Harbor, NH",21,0.019 
"03226","33","02","NH","Center Harbor, NH",1096,0.981 
"03227","33","01","NH","Center Sandwich, NH",925,1 
"03229","33","02","NH","Contoocook, NH",5589,1 
"03230","33","02","NH","Danbury, NH",1231,1 
"03231","33","02","NH","East Andover, NH (PO Boxes)",202,1 
"03233","33","02","NH","Elkins, NH (PO Boxes)",115,1 
"03234","33","02","NH","Epsom, NH",4572,1 
"03235","33","02","NH","Franklin, NH",8562,1 
"03237","33","01","NH","Gilmanton, NH",2254,1 
"03238","33","02","NH","Glencliff, NH (PO Boxes)",75,1 
"03240","33","02","NH","Grafton, NH",1340,1 
"03241","33","02","NH","Hebron, NH",876,1 
"03242","33","02","NH","Henniker, NH",4836,1 
"03243","33","02","NH","Hill, NH",1085,1 
"03244","33","02","NH","Hillsborough, NH",8092,1 
"03245","33","02","NH","Holderness, NH (PO Boxes)",2027,1 
"03246","33","01","NH","Laconia, NH",15963,1 
"03249","33","01","NH","Gilford, NH",7113,1 
"03251","33","02","NH","Lincoln, NH",1662,1 
"03253","33","01","NH","Meredith, NH",6219,1 
"03254","33","01","NH","Moultonborough, NH",4049,1 
"03255","33","02","NH","Newbury, NH",2090,1 
"03256","33","01","NH","New Hampton, NH",2169,1 
"03257","33","02","NH","New London, NH",4455,1 
"03258","33","02","NH","Chichester, NH",2517,1 
"03259","33","01","NH","North Sandwich, NH",368,1 
"03260","33","02","NH","North Sutton, NH (PO Boxes)",809,1 
"03261","33","01","NH","Northwood, NH",15,0.004 
"03261","33","02","NH","Northwood, NH",4231,0.996 
"03262","33","02","NH","North Woodstock, NH",1231,1 
"03263","33","02","NH","Pittsfield, NH",4114,1 
"03264","33","02","NH","Plymouth, NH",7468,1 
"03266","33","02","NH","Rumney, NH",2163,1 
"03268","33","02","NH","Salisbury, NH",1272,1 
"03269","33","01","NH","Sanbornton, NH",2966,1 
"03273","33","02","NH","South Sutton, NH (PO Boxes)",312,1 
"03275","33","02","NH","Suncook, NH",11437,1 
"03276","33","01","NH","Tilton, NH",3567,0.429 
"03276","33","02","NH","Tilton, NH",4757,0.571 
"03278","33","02","NH","Warner, NH",2952,1 
"03279","33","02","NH","Warren, NH",829,1 
"03280","33","02","NH","Washington, NH",1123,1 
"03281","33","02","NH","Weare, NH",8785,1 
"03282","33","02","NH","Wentworth, NH",902,1 
"03284","33","02","NH","Springfield, NH",999,1 
"03285","33","02","NH","Thornton, NH",2479,1 
"03287","33","02","NH","Wilmot, NH",1295,1 
"03290","33","01","NH","Nottingham, NH",4721,0.998 
"03290","33","02","NH","Nottingham, NH",10,0.002 
"03291","33","01","NH","West Nottingham, NH",39,1 
"03293","33","02","NH","Woodstock, NH",143,1 
"03301","33","02","NH","Concord, NH",33008,1 
"03303","33","02","NH","Concord, NH",15524,1 
"03304","33","02","NH","Bow, NH",7519,1 
"03307","33","02","NH","Loudon, NH",5334,1 
"03431","33","02","NH","Keene, NH",25280,1 
"03440","33","02","NH","Antrim, NH",2692,1 
"03441","33","02","NH","Ashuelot, NH",395,1 
"03442","33","02","NH","Bennington, NH",1491,1 
"03443","33","02","NH","Chesterfield, NH",742,1 
"03444","33","02","NH","Dublin, NH (PO Boxes)",1590,1 
"03445","33","02","NH","Sullivan, NH",691,1 
"03446","33","02","NH","Swanzey, NH",6285,1 
"03447","33","02","NH","Fitzwilliam, NH",2422,1 
"03448","33","02","NH","Gilsum, NH",811,1 
"03449","33","02","NH","Hancock, NH",1654,1 
"03450","33","02","NH","Harrisville, NH",961,1 
"03451","33","02","NH","Hinsdale, NH",4077,1 
"03452","33","02","NH","Jaffrey, NH",5457,1 
"03455","33","02","NH","Marlborough, NH",2086,1 
"03456","33","02","NH","Marlow, NH",742,1 
"03457","33","02","NH","Nelson, NH",852,1 
"03458","33","02","NH","Peterborough, NH",6643,1 
"03461","33","02","NH","Rindge, NH",6014,1 
"03462","33","02","NH","Spofford, NH",1562,1 
"03464","33","02","NH","Stoddard, NH",1109,1 
"03465","33","02","NH","Troy, NH",2156,1 
"03466","33","02","NH","West Chesterfield, NH",1332,1 
"03467","33","02","NH","Westmoreland, NH",1842,1 
"03470","33","02","NH","Winchester, NH",5033,1 
"03561","33","02","NH","Littleton, NH",5939,1 
"03570","33","02","NH","Berlin, NH",10051,1 
"03574","33","02","NH","Bethlehem, NH",2526,1 
"03575","33","02","NH","Bretton Woods, NH (PO Boxes)",124,1 
"03576","33","02","NH","Colebrook, NH",3238,1 
"03579","23","02","ME","Errol, NH",103,0.223 
"03579","33","02","NH","Errol, NH",358,0.777 
"03580","33","02","NH","Franconia, NH",1369,1 
"03581","33","02","NH","Gorham, NH",3230,1 
"03582","33","02","NH","Groveton, NH",2577,1 
"03583","33","02","NH","Jefferson, NH",1107,1 
"03584","33","02","NH","Lancaster, NH",3774,1 
"03585","33","02","NH","Lisbon, NH",2519,1 
"03586","33","02","NH","Sugar Hill, NH",547,1 
"03588","33","02","NH","Milan, NH",1641,1 
"03590","33","02","NH","North Stratford, NH",1052,1 
"03592","33","02","NH","Pittsburg, NH",1145,1 
"03593","33","02","NH","Randolph, NH",313,1 
"03595","33","02","NH","Twin Mountain, NH (PO Boxes)",639,1 
"03597","33","02","NH","West Stewartstown, NH",521,1 
"03598","33","02","NH","Whitefield, NH",3285,1 
"03601","33","02","NH","Acworth, NH",477,1 
"03602","33","02","NH","Alstead, NH",2654,1 
"03603","33","02","NH","Charlestown, NH",5412,1 
"03604","33","02","NH","Drewsville, NH",69,1 
"03605","33","02","NH","Lempster, NH",1160,1 
"03607","33","02","NH","South Acworth, NH",322,1 
"03608","33","02","NH","Walpole, NH",2811,1 
"03609","33","02","NH","North Walpole, NH",854,1 
"03740","33","02","NH","Bath, NH (PO Boxes)",911,1 
"03741","33","02","NH","Canaan, NH",4208,1 
"03743","33","02","NH","Claremont, NH",14103,1 
"03745","33","02","NH","Cornish, NH",1424,1 
"03746","33","02","NH","Cornish Flat, NH",216,1 
"03748","33","02","NH","Enfield, NH",4762,1 
"03750","33","02","NH","Etna, NH",870,1 
"03751","33","02","NH","Georges Mills, NH (PO Boxes)",583,1 
"03752","33","02","NH","Goshen, NH",810,1 
"03753","33","02","NH","Grantham, NH",2971,1 
"03754","33","02","NH","Guild, NH (PO Boxes)",86,1 
"03755","33","02","NH","Hanover, NH",10538,1 
"03765","33","02","NH","Haverhill, NH",503,1 
"03766","33","02","NH","Lebanon, NH",8958,1 
"03768","33","02","NH","Lyme, NH",1716,1 
"03770","33","02","NH","Meriden, NH",524,1 
"03771","33","02","NH","Monroe, NH",754,1 
"03773","33","02","NH","Newport, NH",7841,1 
"03774","33","02","NH","North Haverhill, NH",1966,1 
"03777","33","02","NH","Orford, NH",1237,1 
"03779","33","02","NH","Piermont, NH",790,1 
"03780","33","02","NH","Pike, NH",410,1 
"03781","33","02","NH","Plainfield, NH",1840,1 
"03782","33","02","NH","Sunapee, NH",2945,1 
"03784","33","02","NH","Lebanon, NH",4086,1 
"03785","33","02","NH","Woodsville, NH",2400,1 
"03801","33","01","NH","Portsmouth, NH",21532,1 
"03809","33","01","NH","Alton, NH",3716,1 
"03810","33","01","NH","Alton Bay, NH",1538,1 
"03811","33","01","NH","Atkinson, NH",2,0 
"03811","33","02","NH","Atkinson, NH",6751,1 
"03812","33","01","NH","Bartlett, NH (PO Boxes)",824,1 
"03813","33","01","NH","Center Conway, NH",3250,1 
"03814","33","01","NH","Center Ossipee, NH",2329,1 
"03816","33","01","NH","Center Tuftonboro, NH",1368,1 
"03817","33","01","NH","Chocorua, NH",574,1 
"03818","33","01","NH","Conway, NH",3807,1 
"03819","33","01","NH","Danville, NH",4377,1 
"03820","33","01","NH","Dover, NH",30039,1 
"03823","33","01","NH","Madbury, NH",1719,1 
"03824","33","01","NH","Durham, NH",14638,1 
"03825","33","01","NH","Barrington, NH",8512,1 
"03826","33","01","NH","East Hampstead, NH",2470,1 
"03827","33","01","NH","East Kingston, NH",3150,1 
"03830","33","01","NH","East Wakefield, NH",1610,1 
"03832","33","01","NH","Eaton Center, NH",395,1 
"03833","33","01","NH","Exeter, NH",20955,1 
"03835","33","01","NH","Farmington, NH",6786,1 
"03836","33","01","NH","Freedom, NH",1489,1 
"03837","33","01","NH","Gilmanton Iron Works, NH",1519,1 
"03838","33","01","NH","Glen, NH",1031,1 
"03839","33","01","NH","Rochester, NH",3735,1 
"03840","33","01","NH","Greenland, NH",3566,1 
"03841","33","01","NH","Hampstead, NH",6334,1 
"03842","33","01","NH","Hampton, NH",15345,1 
"03844","33","01","NH","Hampton Falls, NH",2238,1 
"03845","33","01","NH","Intervale, NH",991,1 
"03846","33","01","NH","Jackson, NH",799,1 
"03847","33","01","NH","North Conway, NH",294,1 
"03848","33","01","NH","Kingston, NH",6020,1 
"03849","33","01","NH","Madison, NH",1585,1 
"03850","33","01","NH","Melvin Village, NH",372,1 
"03851","33","01","NH","Milton, NH (PO Boxes)",4040,1 
"03852","33","01","NH","Milton Mills, NH",558,1 
"03853","33","01","NH","Mirror Lake, NH",602,1 
"03854","33","01","NH","New Castle, NH (PO Boxes)",968,1 
"03855","33","01","NH","New Durham, NH",2638,1 
"03856","33","01","NH","Newfields, NH",1680,1 
"03857","33","01","NH","Newmarket, NH",9006,1 
"03858","33","01","NH","Newton, NH",4603,1 
"03860","33","01","NH","North Conway, NH",4056,1 
"03861","33","01","NH","Lee, NH",4330,1 
"03862","33","01","NH","North Hampton, NH",4278,1 
"03864","33","01","NH","Ossipee, NH",1696,1 
"03865","33","01","NH","Plaistow, NH",7609,1 
"03867","33","01","NH","Rochester, NH",20758,1 
"03868","33","01","NH","Rochester, NH",5323,1 
"03869","33","01","NH","Rollinsford, NH",2469,1 
"03870","33","01","NH","Rye, NH",5162,1 
"03871","33","01","NH","Rye Beach, NH (PO Boxes)",136,1 
"03872","33","01","NH","Sanbornville, NH",3809,1 
"03873","33","01","NH","Sandown, NH",5711,1 
"03874","33","01","NH","Seabrook, NH",8776,1 
"03875","33","01","NH","Silver Lake, NH",833,1 
"03878","33","01","NH","Somersworth, NH",11824,1 
"03882","33","01","NH","Effingham, NH",1465,1 
"03883","33","01","NH","South Tamworth, NH",178,1 
"03884","33","01","NH","Strafford, NH",3964,1 
"03885","33","01","NH","Stratham, NH",7261,1 
"03886","33","01","NH","Tamworth, NH",2112,1 
"03887","33","01","NH","Union, NH",2154,1 
"03890","33","01","NH","West Ossipee, NH",327,1 
"03894","33","01","NH","Wolfeboro, NH",6314,1 
"03901","23","01","ME","Berwick, ME",7246,1 
"03902","23","01","ME","Cape Neddick, ME",2211,1 
"03903","23","01","ME","South Eliot, ME",6211,1 
